biz_name,biz_info,e_address,e_city,e_state,e_postal,e_country,loc_county,loc_FIPS,loc_MSA,loc_PMSA,loc_TZ,loc_DST,biz_phone,biz_email,web_url,img_url,c_type,c_years,c_setting,c_housing,c_pop,c_ratio,c_tuition,oos_tuition,rank,acceptance_rate,majors,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8
Cornish College of the Arts,Two but less than 4 years certificate;Bachelor's degree,1000 Lenora St,Seattle,WA,98121,USA,King,53033,,7600,PST,Y,(206) 726-5016,,http://www.cornish.edu,,Private (Not For Profit),4 Years,City: Large,1,794,8 to 1,,,,,,,,,,,,,
Covenant College,Associate's degree;Bachelor's degree;Master's degree,14049 Scenic Hwy,Lookout Mountain,GA,30750,USA,Walker,13295,1560,,EST,Y,(706) 820-1560,,http://www.covenant.edu,,Private (Not For Profit),4 Years,Suburb: Large,1,1367,14 to 1,,,,,,,,,,,,,
Covenant Theological Seminary,Postbaccalaureate certificate;Master's degree,12330 Conway Rd,St Louis,MO,63141,USA,Saint Louis,29189,7040,,CST,Y,(314) 434-4044,,http://www.covenantseminary.edu,,Private (Not For Profit),4 Years,Suburb: Large,1,807,,,,,,,,,,,,,,
Cox College,One but less than two years certificate;Associate's degree;Bachelor's degree;Master's degree,1423 N Jefferson Ave,Springfield,MO,65802,USA,Greene,29077,7920,,CST,Y,(417) 269-3401,,http://www.coxcollege.edu,,Private (Not For Profit),4 Years,City: Midsize,0,497,9 to 1,,,,,,,,,,,,,
Cranbrook Academy of Art,Master's degree,39221 Woodward Ave,Bloomfield Hills,MI,48304,USA,Oakland,26125,,2160,EST,Y,(248) 645-3300,,http://www.cranbrook.edu,,Private (Not For Profit),4 Years,Suburb: Large,1,157,,,,,,,,,,,,,,
Creighton University,One but less than two years certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,2500 California Plaza,Omaha,NE,68178,USA,Douglas,31055,5920,,CST,Y,(402) 280-2700,,http://www.creighton.edu,,Private (Not For Profit),4 Years,City: Large,1,7385,11 to 1,,,,,,,,,,,,,
Crossroads College,Associate's degree;Bachelor's degree,920 Mayowood Rd SW,Rochester,MN,55902,USA,Olmsted,27109,6820,,CST,Y,(507) 288-4563,,http://www.crossroadscollege.edu,,Private (Not For Profit),4 Years,City: Small,1,170,10 to 1,,,,,,,,,,,,,
Crown College,Less than one year certificate;One but less than two years certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree,8700 College View Dr,Waconia,MN,55387,USA,Carver,27019,5120,,CST,Y,(952) 446-4100,,http://www.crown.edu,,Private (Not For Profit),4 Years,Suburb: Large,1,1221,14 to 1,,,,,,,,,,,,,
Culver-Stockton College,Bachelor's degree,1 College Hill,Canton,MO,63435,USA,Lewis,29111,,,CST,Y,(573) 288-6000,,http://www.culver.edu,,Private (Not For Profit),4 Years,Rural: Remote,1,754,13 to 1,,,,,,,,,,,,,
Cumberland University,Associate's degree;Bachelor's degree;Master's degree,1 S Cumberland St,Lebanon,TN,37087,USA,Wilson,47189,5360,,CST,Y,(615) 444-2562,,http://www.cumberland.edu,,Private (Not For Profit),4 Years,Rural: Fringe,1,1355,16 to 1,,,,,,,,,,,,,
CUNY Bernard M Baruch College,Bachelor's degree;Master's degree;Post-master's certificate,55 Lexington Ave at 24th St,New York,NY,10010,USA,New York,36061,,5600,EST,Y,(646) 312-1000,,http://www.baruch.cuny.edu,,Public,4 Years,City: Large,1,16195,17 to 1,,,,,,,,,,,,,
CUNY Brooklyn College,Less than one year certificate;One but less than two years certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,2900 Bedford Ave,Brooklyn,NY,11210,USA,Kings,36047,,5600,EST,Y,(718) 951-5000,,http://www.brooklyn.cuny.edu,,Public,4 Years,City: Large,0,17094,15 to 1,,,,,,,,,,,,,
CUNY City College,Bachelor's degree;Master's degree;Post-master's certificate,160 Convent Ave,New York,NY,10031,USA,New York,36061,,5600,EST,Y,(212) 650-7000,,http://www.ccny.cuny.edu,,Public,4 Years,City: Large,1,16212,13 to 1,,,,,,,,,,,,,
CUNY College of Staten Island,Less than one year certificate;Associate's degree;Bachelor's degree;Master's degree;Post-master's certificate,2800 Victory Blvd,Staten Island,NY,10314,USA,Richmond,36085,,5600,EST,Y,(718) 982-2000,,http://www.csi.cuny.edu,,Public,4 Years,City: Large,0,13858,20 to 1,,,,,,,,,,,,,
CUNY Graduate School and University Center,Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree,365 Fifth Ave,New York,NY,10016,USA,New York,36061,,5600,EST,Y,(212) 817-7000,,http://www.gc.cuny.edu,,Public,4 Years,City: Large,0,6316,19 to 1,,,,,,,,,,,,,
CUNY Hunter College,Bachelor's degree;Master's degree;Post-master's certificate,695 Park Ave,New York,NY,10065,USA,New York,36061,,5600,EST,Y,(212) 772-4000,,http://www.hunter.cuny.edu,,Public,4 Years,City: Large,1,22168,15 to 1,,,,,,,,,,,,,
CUNY John Jay College of Criminal Justice,One but less than two years certificate;Associate's degree;Bachelor's degree;Master's degree,899 Tenth Ave,New York,NY,10019,USA,New York,36061,,5600,EST,Y,(212) 237-8000,,http://www.jjay.cuny.edu,,Public,4 Years,City: Large,0,15330,19 to 1,,,,,,,,,,,,,
CUNY Lehman College,Bachelor's degree;Master's degree;Post-master's certificate,250 Bedford Park Blvd W,Bronx,NY,10468,USA,Bronx,36005,,5600,EST,Y,(718) 960-8000,,http://www.lehman.cuny.edu,,Public,4 Years,City: Large,0,12195,14 to 1,,,,,,,,,,,,,
CUNY Queens College,Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,65-30 Kissena Blvd,Flushing,NY,11367,USA,Queens,36081,,5600,EST,Y,(718) 997-5000,,http://www.qc.cuny.edu,,Public,4 Years,City: Large,1,20711,17 to 1,,,,,,,,,,,,,
CUNY School of Law at Queens College,,65-21 Main St,New York,NY,11367,USA,Queens,36081,,5600,EST,Y,(718) 340-4200,,http://www.law.cuny.edu,,Public,4 Years,City: Large,0,407,,,,,,,,,,,,,,
CUNY York College,Bachelor's degree;Master's degree,94-20 Guy R. Brewer Blvd,Jamaica,NY,11451,USA,Queens,36081,,5600,EST,Y,(718) 262-2000,,http://www.york.cuny.edu,,Public,4 Years,City: Large,0,7780,18 to 1,,,,,,,,,,,,,
Curry College,Bachelor's degree;Master's degree,1071 Blue Hill Ave,Milton,MA,2186,USA,Norfolk,25021,,1120,EST,Y,(617) 333-2900,,http://www.curry.edu,,Private (Not For Profit),4 Years,Suburb: Large,1,3125,11 to 1,,,,,,,,,,,,,
D'Youville College,Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,320 Porter Ave,Buffalo,NY,14213,USA,Erie,36029,1280,,EST,Y,(716) 829-8000,,http://www.dyc.edu,,Private (Not For Profit),4 Years,City: Large,1,2971,12 to 1,,,,,,,,,,,,,
Daemen College,One but less than two years certificate;Bachelor's degree;Master's degree;Post-master's certificate,4380 Main St,Buffalo,NY,14226,USA,Erie,36029,1280,,EST,Y,(716) 839-3600,,http://www.daemen.edu,,Private (Not For Profit),4 Years,Suburb: Large,1,2921,14 to 1,,,,,,,,,,,,,
Dakota State University,Less than one year certificate;One but less than two years certificate;Associate's degree;Bachelor's degree;Master's degree,820 Washington Ave N,Madison,SD,57042,USA,Lake,46079,,,CST,Y,(605) 256-5111,,http://www.dsu.edu,,Public,4 Years,Town: Remote,1,2827,17 to 1,,,,,,,,,,,,,
Dakota Wesleyan University,Associate's degree;Bachelor's degree;Master's degree,1200 W University Ave,Mitchell,SD,57301,USA,Davison,46035,,,CST,Y,(605) 995-2600,,http://www.dwu.edu,,Private (Not For Profit),4 Years,Town: Remote,1,763,11 to 1,,,,,,,,,,,,,
Dallas Baptist University,Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,3000 Mountain Creek Pkwy,Dallas,TX,75211,USA,Dallas,48113,,1920,CST,Y,(214) 333-7100,,http://www.dbu.edu,,Private (Not For Profit),4 Years,City: Large,1,5400,14 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.","The lessons we take from failure can be fundamental to later success. Recount an incident or time when you experienced failure. How did it affect you, and what did you learn from the experience?",Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Dallas Christian College,Associate's degree;Bachelor's degree;Postbaccalaureate certificate,2700 Christian Pkwy,Dallas,TX,75234,USA,Dallas,48113,,1920,CST,Y,(972) 241-3371,,http://www.dallas.edu,,Private (Not For Profit),4 Years,Suburb: Large,1,329,21 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.","The lessons we take from failure can be fundamental to later success. Recount an incident or time when you experienced failure. How did it affect you, and what did you learn from the experience?",Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Dallas Theological Seminary,Postbaccalaureate certificate;Master's degree,3909 Swiss Ave,Dallas,TX,75204,USA,Dallas,48113,,1920,CST,Y,(214) 824-3094,,http://www.WWW.DTS.EDU,,Private (Not For Profit),4 Years,City: Large,1,1974,,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.","The lessons we take from failure can be fundamental to later success. Recount an incident or time when you experienced failure. How did it affect you, and what did you learn from the experience?",Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Daniel Webster College,Less than one year certificate;One but less than two years certificate;Associate's degree;Bachelor's degree;Master's degree,20 University Dr,Nashua,NH,3063,USA,Hillsborough,33011,,5350,EST,Y,(603) 577-6000,,http://www.dwc.edu,,Private (For Profit),4 Years,City: Small,1,878,15 to 1,,,,,,,,,,,,,
Darkei Noam Rabbinical College,Bachelor's degree,2822 Avenue J,Brooklyn,NY,11210,USA,Kings,36047,,5600,EST,Y,(718) 338-9444,,,,Private (Not For Profit),4 Years,City: Large,0,17,5 to 1,,,,,,,,,,,,,
Dartmouth College,Bachelor's degree;Master's degree,6016 McNutt,Hanover,NH,3755,USA,Grafton,33009,,,EST,Y,(603) 646-1110,,http://www.dartmouth.edu,,Private (Not For Profit),4 Years,Rural: Fringe,1,5987,8 to 1,,,,,,,,,,,,,
Davenport University,One but less than two years certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,6191 Kraft Ave SE,Grand Rapids,MI,49512,USA,Kent,26081,3000,,EST,Y,(616) 698-7111,,http://www.davenport.edu,,Private (Not For Profit),4 Years,Rural: Fringe,1,11507,43 to 1,,,,,,,,,,,,,
Davenport University-Alma Location,One but less than two years certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate,1500 Pine Ave,Alma,MI,48801,USA,Gratiot,26057,,,EST,Y,(989) 463-8922,,http://www.davenport.edu,,Private (Not For Profit),4 Years,,0,,,,,,,,,,,,,,,
Davenport University-Battle Creek Location,One but less than two years certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate,200 W Van Buren St,Battle Creek,MI,49017,USA,Calhoun,26025,3720,,EST,Y,(269) 968-6105,,http://www.davenport.edu,,Private (Not For Profit),4 Years,Rural: Fringe,0,,,,,,,,,,,,,,,
Davenport University-Caro Location,One but less than two years certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate,1231 Cleaver Rd,Caro,MI,48723,USA,Tuscola,26157,,,EST,Y,(989) 673-5857,,http://www.davenport.edu,,Private (Not For Profit),4 Years,,0,,,,,,,,,,,,,,,
Davenport University-Flint Location,One but less than two years certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate,4318 Miller Rd Ste A,Flint,MI,48507,USA,Genesee,26049,,2640,EST,Y,(810) 732-9977,,http://www.davenport.edu,,Private (Not For Profit),4 Years,,0,,,,,,,,,,,,,,,
Davenport University-Holland Location,One but less than two years certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate,643 S Waverly Rd,Holland,MI,49423,USA,Ottawa,26139,3000,,EST,Y,(616) 395-4600,,http://www.davenport.edu,,Private (Not For Profit),4 Years,,0,,,,,,,,,,,,,,,
Davenport University-Kalamazoo Location,One but less than two years certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate,4123 W Main St,Kalamazoo,MI,49006,USA,Kalamazoo,26077,3720,,EST,Y,(269) 382-2835,,http://www.davenport.edu,,Private (Not For Profit),4 Years,,0,,,,,,,,,,,,,,,
Davenport University-Lansing Location,One but less than two years certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,220 E Kalamazoo St,Lansing,MI,48933,USA,Ingham,26065,4040,,EST,Y,(517) 484-2600,,http://www.davenport.edu,,Private (Not For Profit),4 Years,,0,,,,,,,,,,,,,,,
Davenport University-Livonia Location,One but less than two years certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,19499 Victor Pkwy,Livonia,MI,48152,USA,Wayne,26163,,2160,EST,Y,(800) 686-1600,,http://www.davenport.edu,,Private (Not For Profit),4 Years,Rural: Fringe,0,,,,,,,,,,,,,,,
Davenport University-Midland Location,One but less than two years certificate;Associate's degree;Bachelor's degree,3555 E Patrick Rd,Midland,MI,48642,USA,Midland,26111,6960,,EST,Y,(989) 835-5588,,http://www.davenport.edu,,Private (Not For Profit),4 Years,,0,,,,,,,,,,,,,,,
Davenport University-Saginaw Location,One but less than two years certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate,5300 Bay Rd,Saginaw,MI,48604,USA,Saginaw,26145,6960,,EST,Y,(989) 799-7800,,http://www.davenport.edu,,Private (Not For Profit),4 Years,,0,,,,,,,,,,,,,,,
Davenport University-Traverse City Location,Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,2200 Dendrinos Dr #110,Traverse City,MI,49684,USA,Grand Traverse,26055,,,EST,Y,(231) 995-1740,,http://www.davenport.edu,,Private (Not For Profit),4 Years,,0,,,,,,,,,,,,,,,
Davenport University-Warren Location,One but less than two years certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,27650 Dequindre Rd,Warren,MI,48092,USA,Macomb,26099,,2160,EST,Y,(586) 558-8700,,http://www.davenport.edu,,Private (Not For Profit),4 Years,,0,,,,,,,,,,,,,,,
Davidson College,Bachelor's degree,102 N Main St,Davidson,NC,28036,USA,Mecklenburg,37119,1520,,EST,Y,(704) 894-2000,,http://www.davidson.edu/,,Private (Not For Profit),4 Years,Suburb: Large,1,1743,11 to 1,,,,,,,,,,,,,
Davis & Elkins College,Associate's degree;Bachelor's degree,100 Campus Dr,Elkins,WV,26241,USA,Randolph,54083,,,EST,Y,(304) 637-1900,,http://www.dewv.edu,,Private (Not For Profit),4 Years,Town: Remote,1,710,13 to 1,,,,,,,,,,,,,
Davis College,Less than one year certificate;One but less than two years certificate;Associate's degree;Two but less than 4 years certificate;Bachelor's degree,400 Riverside Dr,Johnson City,NY,13790,USA,Broome,36007,960,,EST,Y,(607) 729-1581,,http://www.davisny.edu,,Private (Not For Profit),4 Years,Suburb: Midsize,1,349,18 to 1,,,,,,,,,,,,,
Daymar College,One but less than two years certificate;Associate's degree;Two but less than 4 years certificate;Bachelor's degree,3309 Collins Ln,Louisville,KY,40245,USA,Jefferson,21111,4520,,EST,Y,(502) 400-4075,,,,Private (For Profit),4 Years,,0,,,,,,,,,,,,,,,
Daymar College Online,One but less than two years certificate;Associate's degree;Bachelor's degree,3309 Collins Ln,Louisville,KY,40245,USA,Jefferson,21111,4520,,EST,Y,(270) 663-6300,,,,Private (For Profit),4 Years,,0,,,,,,,,,,,,,,,
Defiance College,One but less than two years certificate;Associate's degree;Bachelor's degree;Master's degree,701 N Clinton St,Defiance,OH,43512,USA,Defiance,39039,,,EST,Y,(419) 784-4010,,http://www.defiance.edu,,Private (Not For Profit),4 Years,Town: Distant,1,1070,14 to 1,,,,,,,,,,,,,
Delaware State University,Bachelor's degree;Master's degree,1200 N Dupont Hwy,Dover,DE,19901,USA,Kent,10001,2190,,EST,Y,(302) 857-6060,,http://www.desu.edu,,Public,4 Years,City: Small,1,3609,15 to 1,,,,,,,,,,,,,
Delaware Valley College,Less than one year certificate;One but less than two years certificate;Associate's degree;Bachelor's degree;Master's degree,700 E Butler Ave,Doylestown,PA,18901,USA,Bucks,42017,,6160,EST,Y,(215) 345-1500,,http://www.delval.edu,,Private (Not For Profit),4 Years,Suburb: Large,1,2266,15 to 1,,,,,,,,,,,,,
Dell'Arte International School of Physical Theatre,One but less than two years certificate;Master's degree,131 H St,Blue Lake,CA,95525,USA,Humboldt,6023,,,PST,Y,(707) 668-5663,,http://www.dellarte.com/school,,Private (Not For Profit),4 Years,Rural: Distant,0,44,7 to 1,,,,,,,,,,,,,
Delta State University,Bachelor's degree;Master's degree;Post-master's certificate,Mississippi 8,Cleveland,MS,38733,USA,Bolivar,28011,,,CST,Y,(662) 846-3000,,http://www.deltastate.edu,,Public,4 Years,Town: Remote,1,4031,15 to 1,,,,,,,,,,,,,
Denison University,Bachelor's degree,100 W College St,Granville,OH,43023,USA,Licking,39089,1840,,EST,Y,(740) 587-0810,,http://www.denison.edu,,Private (Not For Profit),4 Years,Suburb: Small,1,2267,10 to 1,,,,,,,,,,,,,
